source,target,prediction
Soonhoi Ha,Alan L. Selman,N
Stephen R. Aylward,Alan L. Selman,N
Gholamreza Torkzadeh,Alan L. Yuille,N
Kai Hormann,Alan L. Yuille,N
Haim Kaplan,Alan M. Frieze,P
Michael Krivelevich,Alan M. Frieze,P
Oliver Riordan,Alan M. Frieze,P
Ronald J. Gould,Alan M. Frieze,P
Udo Hahn,Alan M. Frieze,N
Hanna Klaudel,Alan M. Frieze,N
Costas N. Georghiades,Alan M. Frieze,N
Ricardo García,Alan M. Frieze,N
Blake Ives,Alan R. Dennis,P
Eric K. Clemons,Alan R. Dennis,P
Robert W. Zmud,Alan R. Dennis,P
Ron Weber,Alan R. Dennis,P
Rudy Hirschheim,Alan R. Dennis,P
Steven Alter,Alan R. Dennis,P
Cecilio Pimentel,Alan R. Dennis,N
Tony T. Lee,Alan R. Dennis,N
Uko Maran,Alan R. Katritzky,P
Ali Ridha Mahjoub,Alan R. Katritzky,N
Félix de Moya Anegón,Alan R. Katritzky,N
Stefano Baronti,Alan R. Lindsey,N
Norman W. Paton,Alan R. Lindsey,N
Borivoj Melichar,Alan Roberts,N
Xingzhi Zhan,Alan S. Morris,N
Christiane Frougny,Alan S. Morris,N
Søren Brunak,Alan S. Morris,N
Clifford A. Lynch,Alan S. Willsky,N
Ümit V. Çatalyürek,Alan Sussman,P
Richard Pollack,Alan Sussman,N
Sharad Mehrotra,Alan Sussman,N
Ronald M. Hirschorn,Alan Sussman,N
J. J. L. Velázquez,Alan de Pennington,N
Michel Bauderon,Alan de Pennington,N
James R. Wang,Alan de Pennington,N
Lars Grüne,Alan de Pennington,N
Christoph Quix,Alan de Pennington,N
Shuly Wintner,Alastair G. Smith,N
Sandeep N. Bhatt,Alastair G. Smith,N
Marco Pistore,Alastair G. Smith,N
Andrew Eisenberg,Alastair G. Smith,N
John B. Moore,Alastair G. Smith,N
Soo-Chang Pei,Alban Ponse,N
Gang Bao,Alban Ponse,N
Jong-Hwan Kim,Alban Ponse,N
Juan Luis Esteban,Albert Atserias,P
Maria Luisa Bonet,Albert Atserias,P
Nicola Galesi,Albert Atserias,P
Pavel Pudlák,Albert Atserias,P
Shahram Ghandeharizadeh,Albert Atserias,N
Cheryl L. Dunn,Albert Atserias,N
Shoumei Li,Albert Atserias,N
Karsten Urban,Albert Cohen 0002,P
Michael T. Orchard,Albert Cohen 0002,P
Onur G. Guleryuz,Albert Cohen 0002,P
Ronald A. DeVore,Albert Cohen 0002,P
Wolfgang Dahmen,Albert Cohen 0002,P
Ben Delaney,Albert Cohen 0002,N
Ian D. Walker,Albert Cohen 0002,N
Stefan Ratschan,Albert Endres,N
Zhong Zhang,Albert Endres,N
Serafino Cicerone,Albert Endres,N
David Mitton,Albert Fannjiang,N
Vaidy S. Sunderam,Albert Fannjiang,N
Anja Feldmann,Albert G. Greenberg,P
Charles Safran,Albert G. Greenberg,N
Gianluca Cena,Albert G. Greenberg,N
Joey F. George,Albert H. Segars,N
Irene Luque Ruiz,Albert H. Segars,N
Shailendra C. Palvia,Albert H. Segars,N
Akio Utsugi,Albert Kagan,N
Ying-Dar Lin,Albert L. Lederer,N
P. P. Chakrabarti,Albert L. Lederer,N
Chung-Yee Lee,Albert P. M. Wagelmans,P
Jonathan Harrington,Albert P. M. Wagelmans,N
Les A. Piegl,Albert P. M. Wagelmans,N
Herbert R. Treutlein,Albert Visser,N
Neelam Soundarajan,Albert Visser,N
David B. Fogel,Albert Y. Zomaya,P
Grzegorz Rozenberg,Albert Y. Zomaya,P
Pallapa Venkataram,Albert Y. Zomaya,N
Halvard Martinsen,Albert Y. Zomaya,N
Alex Pentland,Albert Zündorf,N
Lynn Andrea Stein,Albert Zündorf,N
Fernando J. Barros,Albert Zündorf,N
Antonella Santone,Alberto Bartoli,P
Nicoletta De Francesco,Alberto Bartoli,P
W. P. M. H. Heemels,Alberto Bemporad,P
Guy Fitzgerald,Alberto Bemporad,N
Carlo Jacoboni,Alberto Bertoni,P
Paolo Bordone,Alberto Bertoni,P
Edward Tunstel,Alberto Bertoni,N
Glenn W. Parsons,Alberto Bertoni,N
Zikuan Liu,Alberto Broggi,N
Satinder P. Singh,Alberto Broggi,N
Ningning Yan,Alberto Broggi,N
Eugen Mandrescu,Alberto Broggi,N
Alessandro Panconesi,Alberto Caprara,P
Aravind Srinivasan,Alberto Caprara,P
Claudio Arbib,Alberto Caprara,P
Federico Malucelli,Alberto Caprara,P
Giuseppe F. Italiano,Alberto Caprara,P
Giuseppe Lancia,Alberto Caprara,P
Eric L. Miller,Alberto Caprara,N
Mohamed-Slim Alouini,Alberto Caprara,N
Fredrick W. Howell,Alberto Caprara,N
HongJiang Zhang,Alberto Del Bimbo,P
Jürgen Assfalg,Alberto Del Bimbo,P
Stefano Berretti,Alberto Del Bimbo,P
Brian E. Carpenter,Alberto Del Bimbo,N
Stuart Macdonald,Alberto Del Bimbo,N
Elena Katok,Alberto Del Bimbo,N
Ching-Yung Lin,Alberto Del Bimbo,N
Piet M. T. Broersen,Alberto Del Bimbo,N
Altigran Soares da Silva,Alberto H. F. Laender,P
Veda C. Storey,Alberto H. F. Laender,P
Aly A. Farag,Alberto H. F. Laender,N
Hans-Werner Mewes,Alberto H. F. Laender,N
Huapeng Wu,Alberto H. F. Laender,N
Hyun Wook Park,Alberto H. F. Laender,N
Andrea Serrani,Alberto Isidori,P
Lorenzo Marconi,Alberto Isidori,P
Kewen Wang,Alberto Isidori,N
Mark D. Wiederhold,Alberto Isidori,N
Grigore Rosu,Alberto Isidori,N
R. P. Sundarraj,Alberto Isidori,N
Laura Bader,Alberto Isidori,N
Chia-Tien Dan Lo,Alberto L. Sangiovanni-Vincentelli,N
Nigel P. Smart,Alberto Leon-Garcia,N
Janice Singer,Alberto Leon-Garcia,N
Yuan-Pei Lin,Alberto Leon-Garcia,N
Hsu-Chun Yen,Alberto Leon-Garcia,N
Bradley J. Nelson,Alberto Leon-Garcia,N
Milan Randic,Alberto Leon-Garcia,N
Welly Firmanto,Alberto Macii,N
Bert Wijnen,Alberto Macii,N
Jiming Liu 0001,Alberto Macii,N
Frédéric Adam,Alberto Macii,N
Adi Rosén,Alberto Marchetti-Spaccamela,P
Nicolas D. Georganas,Alberto Marchetti-Spaccamela,N
Filippo Menczer,Alberto Maria Segre,P
Leo Storme,Alberto Momigliano,N
Hirohiko Arai,Alberto Momigliano,N
Zdzislaw Skupien,Alberto Momigliano,N
Alexander Roßnagel,Alberto Momigliano,N
Özalp Babaoglu,Alberto Montresor,P
Jenq-Neng Hwang,Alberto Márquez,N
Yaneer Bar-Yam,Alberto Márquez,N
Shuichi Fukuda,Alberto Márquez,N
Giansalvatore Mecca,Alberto O. Mendelzon,P
Paolo Merialdo,Alberto O. Mendelzon,P
K. M. Chow,Alberto Pasquini,N
Rainer Palm,Alberto Policriti,N
Daniel Robey,Alberto Policriti,N
Eraldo Ribeiro,Alberto Policriti,N
Hari Balakrishnan,Alberto Policriti,N
Pedro Ángel Castillo Valdivieso,Alberto Prieto,P
Rudolf Mathar,Alberto Prieto,N
Edward B. Saff,Alberto Prieto,N
Stefano Fusi,Alberto Prieto,N
Enrique J. Gómez,Alberto Riva,P
Charles A. Micchelli,Alberto Riva,N
Mubarak Shah,Alberto Riva,N
Alan de Pennington,Alberto Riva,N
Rida T. Farouki,Alberto S. Aguado,N
Charles A. Micchelli,Alberto S. Aguado,N
Takayuki Tanaka,Alberto Sanfeliu,N
Mihael Mohorcic,Alberto Sanfeliu,N
Hans G. Kerkhoff,Alberto Sanfeliu,N
Andrea Garulli,Alberto Tesi,P
Raouf N. Gorgui-Naguib,Alberto Tesi,N
Yunhe Pan,Alberto Tesi,N
Ron Chi-Wai Kwok,Alberto Tesi,N
Narciso Martí-Oliet,Alberto Verdejo,P
Jintae Lee,Alberto Verdejo,N
Uffe Kock Wiil,Albin J. Gasiewski,N
Lihong V. Wang,Albin J. Gasiewski,N
Tao Yang,Albin J. Gasiewski,N
Marimuthu Palaniswami,Albin J. Gasiewski,N
Anind K. Dey,Albrecht Schmidt 0001,P
Douglas Blank,Albrecht Schmidt 0001,N
Srinivasan Vedantham,Albrecht Schmidt 0001,N
Massimo Bernaschi,Albrecht Schmidt 0001,N
N. K. Bose,Alcherio Martinoli,N
Hongji Yang,Alcides Lanza,N
Philip L. Worthington,Alcides Lanza,N
Mourad Baïou,Alcides Lanza,N
Jerrold E. Marsden,Alcides Lanza,N
Ferran Sanz,Alcides Lanza,N
Marco Slikker,Aldo Di Carlo,N
Dana Ron,Aldo Di Carlo,N
Umberto Ravaioli,Aldo Di Carlo,N
John Riedl,Aldo Laurentini,N
Moni Naor,Aldo Laurentini,N
Kazuo Furuta,Aldo Laurentini,N
Won Kim 0001,Aldo Laurentini,N
Ioannis Refanidis,Aldo Laurentini,N
Robin Thomas 0001,Aldo Paraboni,N
Daizhan Cheng,Aldo Paraboni,N
Barry Smith 0001,Aldo Paraboni,N
Y. Gao,Aldo Tagliani,N
Ralph Neuneier,Aldo Tagliani,N
Bong-Hwan Kwon,Aldo Tagliani,N
Franck Barbier,Aldo Tagliani,N
Steffen van Bakel,Aldo Tagliani,N
Manuel A. Pérez-Quiñones,Aldo Tagliani,N
Hessam S. Sarjoughian,Aldo de Luca,N
Avinash C. Kak,Aleix M. Martínez,P
Daniel E. Koditschek,Aleix M. Martínez,N
Dan Halperin,Aleix M. Martínez,N
Eyke Hüllermeier,Aleix M. Martínez,N
Fernando Pérez-González,Aleix M. Martínez,N
Benedetto Intrigila,Alejandro César Frery,N
Shin-Ichi Nakano,Alejandro César Frery,N
Mikhail A. Roytberg,Alejandro César Frery,N
George Cybenko,Alejandro César Frery,N
Ian H. Witten,Alejandro César Frery,N
Bram van Ginneken,Alejandro F. Frangi,P
Shaohua Tan,Alejandro F. Frangi,N
Chong-Wah Ngo,Alejandro F. Frangi,N
Paul M. Thompson,Alejandro F. Frangi,N
Boris N. Khoromskij,Alejandro F. Frangi,N
Udo Hahn,Alejandro F. Frangi,N
Rudolf Fleischer,Alejandro López-Ortiz,P
Lawrence W. Stark,Alejandro López-Ortiz,N
Sophie Tarbouriech,Alejandro P. Buchmann,N
Craig A. Struble,Alejandro P. Buchmann,N
Rakesh V. Vohra,Alejandro P. Buchmann,N
Boleslaw K. Szymanski,Aleksandar Dogandzic,N
Cosimo Altomare,Aleksandar Dogandzic,N
Kai Koskimies,Aleksandar Dogandzic,N
Larry Bull,Aleksandar Dogandzic,N
Fred Daneshgaran,Aleksandar Pekec,N
Boris Zgrablic,Aleksander Malnic,P
Walter Willinger,Aleksander Malnic,N
Douglas S. Bridges,Aleksander Malnic,N
Hong Mei,Aleksander Malnic,N
Ivan Gutman,Aleksander Vesel,P
Petra Zigert,Aleksander Vesel,P
Michel Ménard,Aleksander Vesel,N
Huapeng Wu,Aleksander Vesel,N
Curt Schurgers,Alemdar Hasanov,N
Hong Shen 0001,Alemdar Hasanov,N
Greg Martin,Ales Drápal,N
Garrett J. van Ryzin,Ales Drápal,N
Dawn M. Tilbury,Ales Drápal,N
George V. Tsoulos,Ales Leonardis,N
Jaroslav Nesetril,Ales Pultr,P
Herbert Wiklicky,Alessandra Di Pierro,P
Juan Julián Merelo Guervós,Alessandra Flammini,N
Jerzy Stefanowski,Alessandra Flammini,N
A. Gunasekaran,Alessandra Sestini,N
Laurence A. Wolsey,Alessandra Sestini,N
Michaël Rusinowitch,Alessandro Armando,P
John H. Reppy,Alessandro Armando,N
Susan Jones,Alessandro Armando,N
Patrizio Colaneri,Alessandro Astolfi,P
Rodolphe Sepulchre,Alessandro Astolfi,P
Gerhard P. Fettweis,Alessandro Astolfi,N
Douglas R. Woodall,Alessandro Bogliolo,N
Koen Danckaert,Alessandro Bogliolo,N
Mark A. Lawley,Alessandro Bogliolo,N
Joseph E. Pasciak,Alessandro Bogliolo,N
Qinfen Zheng,Alessandro Casavola,N
Jerzy W. Grzymala-Busse,Alessandro Casavola,N
Wanda Andreoni,Alessandro Curioni,P
Ricardo García,Alessandro Curioni,N
Reginaldo Palazzo Jr.,Alessandro Curioni,N
Bruce E. Hajek,Alessandro De Gloria,N
Mikko T. Siponen,Alessandro De Gloria,N
Lorri Mon,Alessandro De Luca 0001,N
Karen D. Loch,Alessandro De Luca 0001,N
Ben Delaney,Alessandro E. P. Villa,N
M. Tamer Özsu,Alessandro E. P. Villa,N
Angelo Gilio,Alessandro E. P. Villa,N
Diego Latella,Alessandro Fantechi,P
Nicoletta De Francesco,Alessandro Fantechi,P
Paola Inverardi,Alessandro Fantechi,P
Bill Hancock,Alessandro Fantechi,N
Ioannis Caragiannis,Alessandro Ferrero,N
Angela Di Febbraro,Alessandro Giua,P
Carla Seatzu,Alessandro Giua,P
Brigitte Verdonk,Alessandro Giua,N
Francesco Camastra,Alessandro Giua,N
Igor Kozine,Alessandro Giua,N
Michal Karonski,Alessandro Panconesi,P
Riccardo Silvestri,Alessandro Panconesi,P
Tibor Jordán,Alessandro Panconesi,P
Giovanni Bortolan,Alessandro Panconesi,N
Dieter Britz,Alessandro Panconesi,N
Eliezer Geisler,Alessandro Panconesi,N
Christos G. Cassandras,Alessandro Panconesi,N
Debabrata Dey,Alessandro Panconesi,N
Stefano Paraboschi,Alessandro Panconesi,N
Constantin Zopounidis,Alessandro Piva,N
Riccardo Cassinis,Alessandro Rizzi,P
Alf J. Isaksson,Alessandro Rizzi,N
Jay Sethuraman,Alessandro Rizzi,N
Jean-François Raskin,Alessandro Rizzi,N
Hüseyin Arslan,Alessandro Saffiotti,N
Jong-Hyeok Lee,Alessandro Saffiotti,N
Chun Hung Cheng,Alessandro Saffiotti,N
Walter Senn,Alessandro Saffiotti,N
Karol Mikula,Alessandro Sarti,P
Nathan Intrator,Alessandro Sarti,N
John Kubiatowicz,Alessandro Sarti,N
Les Miller,Alessandro Sarti,N
Kenneth G. Paterson,Alessandro Sperduti,N
Hongbing Fan,Alessandro Sperduti,N
Francesco Camastra,Alessandro Vinciarelli,P
Yehea I. Ismail,Alessandro Vinciarelli,N
John Leslie King,Alessandro Vinciarelli,N
Tony R. Martinez,Alessandro Vinciarelli,N
Fernando Vega-Redondo,Alex Arenas,P
A. A. J. Marley,Alex Arenas,N
Guilherme De A. Barreto,Alex Arenas,N
W. Bruce Croft,Alex Arenas,N
Irene M. Moroz,Alex Arenas,N
Marc Abrams,Alex Aussem,N
Jun Zou,Alex Aussem,N
Marius Pesavento,Alex B. Gershman,P
Davide Brugali,Alex B. Gershman,N
Matt Jones 0001,Alex B. Gershman,N
Alexander Kanapin,Alex Bateman,P
Chris P. Ponting,Alex Bateman,P
Christian J. A. Sigrist,Alex Bateman,P
Daniel H. Haft,Alex Bateman,P
Emmanuel Courcelle,Alex Bateman,P
Florence Servant,Alex Bateman,P
Laurent Falquet,Alex Bateman,P
Lorenzo Cerutti,Alex Bateman,P
Marco Pagni,Alex Bateman,P
Margaret Biswas,Alex Bateman,P
Michael D. R. Croning,Alex Bateman,P
Nicola J. Mulder,Alex Bateman,P
Nicolas Hulo,Alex Bateman,P
Peer Bork,Alex Bateman,P
Youla Karavidopoulou,Alex Bateman,P
Maria J. Serna,Alex Bateman,N
Jeff Kramer,Alex Bateman,N
Nick Chater,Alex Bateman,N
Martin Kochol,Alex Bateman,N
Larry L. Constantine,Alex Conta,N
James F. Blinn,Alex Conta,N
Thierry Marchant,Alex Conta,N
Javier Mateos,Alex Conta,N
Penny E. Haxell,Alex D. Scott,P
Ronald J. Gould,Alex D. Scott,P
Rama Akkiraju,Alex D. Scott,N
Raffaele Mosca,Alex D. Scott,N
Zhong Zhang,Alex Delis,N
Mieke Massink,Alex Delis,N
Barbara A. Rapp,Alex E. Lash,P
Gregory D. Schuler,Alex E. Lash,P
Tatiana A. Tatusova,Alex E. Lash,P
Ruizhong Wei,Alex E. Lash,N
Paolo Boldi,Alex E. Lash,N
Young Il Lee,Alex M. Andrew,N
Angela Di Febbraro,Alex Orailoglu,N
Soo-Chang Pei,Alex Pentland,N
P. M. Melliar-Smith,Alex Pentland,N
Kok-Meng Lee,Alex Pentland,N
Oliver R. Hinton,Alex Samorodnitsky,N
Raimo P. Hämäläinen,Alex Samorodnitsky,N
Daniel J. Power,Alex Samorodnitsky,N
Stevan Harnad,Alex Samorodnitsky,N
Yaoyun Shi,Alex Samorodnitsky,N
W. Kent Fuchs,Alex Waibel,N
In-Joong Ha,Alex Waibel,N
John Oliensis,Alex Waibel,N
Reinhard Klette,Alex Waibel,N
Helen M. Thomas,Alexander A. Ageev,N
Yuri A. Kuznetsov,Alexander A. Ageev,N
Jerzy Tyszkiewicz,Alexander A. Ageev,N
Josep Maria Font,Alexander A. Davydov,N
Marcos D. Katz,Alexander A. Davydov,N
Valery Adzhiev,Alexander A. Pasko,P
Michael Alekhnovich,Alexander A. Razborov,P
Adhemar Bultheel,Alexander A. Razborov,N
Mahmut T. Kandemir,Alexander A. Razborov,N
Ronald J. Gould,Alexander A. Shvartsman,N
Mohan S. Kankanhalli,Alexander A. Shvartsman,N
Albrecht Schmidt 0001,Alexander A. Shvartsman,N
Christos G. Cassandras,Alexander A. Shvartsman,N
Alan Burns,Alexander B. Romanovsky,P
Maciej Koutny,Alexander B. Romanovsky,P
Bruce Schneier,Alexander B. Romanovsky,N
Stefano Buzzi,Alexander B. Romanovsky,N
Hüseyin Akçay,Alexander B. Romanovsky,N
Jesús González 0001,Alexander B. Romanovsky,N
Elena Maceviciute,Alexander B. Romanovsky,N
David A. Carrington,Alexander B. Romanovsky,N
G. David Forney Jr.,Alexander Barg,P
Gérard D. Cohen,Alexander Barg,P
Gilles Zémor,Alexander Barg,P
Jørn Justesen,Alexander Barg,P
Sylvia B. Encheva,Alexander Barg,P
Santanu Chaudhury,Alexander Barg,N
George Pavlou,Alexander Bochman,N
Masaki Kohda,Alexander Bochman,N
Altigran Soares da Silva,Alexander Bochman,N
John P. Miller,Alexander Dimitrov,P
Stephan Olariu,Alexander Dimitrov,N
Jesús S. Aguilar-Ruiz,Alexander Dimitrov,N
Jay A. Farrell,Alexander Dimitrov,N
Scott W. Brim,Alexander G. Belyaev,N
Guiqing Li,Alexander G. Belyaev,N
Ren-Hung Hwang,Alexander G. Belyaev,N
Robert R. Hoffman,Alexander G. Belyaev,N
Danail Bonchev,Alexander Golbraikh,P
Howard Barnum,Alexander Golbraikh,N
Ulrich Parlitz,Alexander H. Bullinger,N
Leang-San Shieh,Alexander H. Bullinger,N
Barbara Masucci,Alexander H. Levis,N
Gary McGraw,Alexander H. Levis,N
Charles van der Mast,Alexander H. Levis,N
Kazuo Kiguchi,Alexander H. Levis,N
Timo Hämäläinen 0001,Alexander Hars,N
Urbashi Mitra,Alexander Hars,N
Jonathan Grudin,Alexander Hars,N
Klaus R. Dittrich,Alexander Hars,N
Frank K. Hwang,Alexander Hars,N
Soonhung Han,Alexander I. Barvinok,N
Gabriel Montenegro,Alexander I. Barvinok,N
Luis C. Corchón,Alexander I. Barvinok,N
David L. Olson,Alexander I. Mechitov,P
Helen M. Moshkovich,Alexander I. Mechitov,P
Roberto Battiti,Alexander I. Mechitov,N
Liqun Qi 0001,Alexander I. Mechitov,N
Manuel J. Fernández Iglesias,Alexander J. E. Ryba,N
K. Babu Joseph,Alexander J. E. Ryba,N
John Shawe-Taylor,Alexander J. Smola,P
Sebastian Mika,Alexander J. Smola,P
Dhruv Mubayi,Alexander K. Kelmans,P
Riccardo Cassinis,Alexander K. Kelmans,N
Anders Lansner,Alexander K. Kozlov,P
Erik Aurell,Alexander K. Kozlov,P
Jeanette Hellgren Kotaleski,Alexander K. Kozlov,P
Sten Grillner,Alexander K. Kozlov,P
Amos Bairoch,Alexander Kanapin,P
Chris P. Ponting,Alexander Kanapin,P
Christian J. A. Sigrist,Alexander Kanapin,P
Daniel H. Haft,Alexander Kanapin,P
Daniel Kahn,Alexander Kanapin,P
Evelyn Camon,Alexander Kanapin,P
Evgenia V. Kriventseva,Alexander Kanapin,P
Ewan Birney,Alexander Kanapin,P
Florence Servant,Alexander Kanapin,P
Jérôme Gouzy,Alexander Kanapin,P
Laurent Falquet,Alexander Kanapin,P
Lorenzo Cerutti,Alexander Kanapin,P
Marco Pagni,Alexander Kanapin,P
Margaret Biswas,Alexander Kanapin,P
Nicola J. Mulder,Alexander Kanapin,P
Nicolas Hulo,Alexander Kanapin,P
Paul J. Kersey,Alexander Kanapin,P
Peer Bork,Alexander Kanapin,P
Philipp Bucher,Alexander Kanapin,P
Youla Karavidopoulou,Alexander Kanapin,P
J. Morris Chang,Alexander Kanapin,N
Barry Brumitt,Alexander Kanapin,N
Ron Meir,Alexander Kanapin,N
V. O. Nikiforov,Alexander Kanapin,N
Giovanni Flammia,Alexander Kanapin,N
Piet C. W. Sommen,Alexander Kanapin,N
Cynthia K. Riemenschneider,Alexander Kaplan,N
Martin Wirsing,Alexander Knapp,P
Stephan Merz,Alexander Knapp,P
Simon J. Godsill,Alexander Knapp,N
Terence Hwa,Alexander Knapp,N
Houn-Gee Chen,Alexander Knapp,N
Daisuke Kurabayashi,Alexander Knapp,N
Jirí Rosický,Alexander Kurz 0001,P
Mirko Lepovic,Alexander Kurz 0001,N
Roland E. Suri,Alexander Kurz 0001,N
Christian Lengauer,Alexander Kurz 0001,N
Erik Mosekilde,Alexander L. Fradkov,P
Thy-Hou Lin,Alexander L. Fradkov,N
Daniel Jonietz,Alexander L. Wolf,N
David A. Mix Barrington,Alexander L. Wolf,N
Robin Chapman,Alexander M. Haimovich,N
Claudio De Stefano,Alexander M. Rubinov,N
Mikhail E. Muzychuk,Alexander M. Rubinov,N
Mohamed Fayad,Alexander M. Rubinov,N
Andreas Heuer 0001,Alexander Maedche,P
Christoph Bussler,Alexander Maedche,P
Dieter Fensel,Alexander Maedche,P
Günter Neumann,Alexander Maedche,P
Rudi Studer,Alexander Maedche,P
Steffen Staab,Alexander Maedche,P
York Sure,Alexander Maedche,P
Minyue Fu,Alexander Maedche,N
Ian R. Petersen,Alexander Maedche,N
Frank van der Velde,Alexander Maedche,N
Carol E. Cleland,Alexander Meduna,N
Benno J. Overeinder,Alexander Meduna,N
Anatol Slissenko,Alexander Moshe Rabinovich,P
William A. Massey,Alexander Moshe Rabinovich,N
Karl Henrik Johansson,Alexander Moshe Rabinovich,N
Richard Ehrenborg,Alexander Moshe Rabinovich,N
Jesus R. Artalejo,Alexander N. Dudin,P
Valentina I. Klimenok,Alexander N. Dudin,P
François Fages,Alexander N. Dudin,N
Mirka Miller,Alexander Rosa,P
Vitaly I. Voloshin,Alexander Rosa,P
Dong Xu 0002,Alexander Rosa,N
Zhongfu Zhang,Alexander Rosa,N
Andreas Pfitzmann,Alexander Roßnagel,P
Alexander A. Shvartsman,Alexander Russell,P
Edmund T. Rolls,Alexander Russell,N
Ilya B. Muchnik,Alexander Russell,N
Anand Pillay,Alexander S. Kechris,P
Su Gao,Alexander S. Kechris,P
Raimo P. Hämäläinen,Alexander S. Poznyak,N
Barbara A. Rapp,Alexander S. Poznyak,N
Marios Mavronicolas,Alexander S. Poznyak,N
Lucila Ohno-Machado,Alexander S. Poznyak,N
Giovanni Cancellieri,Alexander S. Poznyak,N
Ani Thakar,Alexander S. Szalay,P
Peter Z. Kunszt,Alexander S. Szalay,P
Marcus Kracht,Alexander S. Szalay,N
Max J. Egenhofer,Alexander S. Szalay,N
Dietmar Schomburg,Alexander Schliep,P
Rainer Schrader,Alexander Schliep,P
Luís N. Vicente,Alexander Schliep,N
Soura Dasgupta,Alexander Schliep,N
Stephen T. C. Wong,Alexander Schliep,N
Donald C. Cox,Alexander Schliep,N
Louise E. Moser,Alexander Schrijver,N
Don S. Batory,Alexander Schrijver,N
Patrick Brézillon,Alexander Schrijver,N
Boon-Hee Soong,Alexander Serebrenik,N
Anton J. Kleywegt,Alexander Shapiro,P
Tito Homem-de-Mello,Alexander Shapiro,P
Emilia Mendes,Alexander Shapiro,N
Udo W. Pooch,Alexander Shapiro,N
Ingrid Hsieh-Yee,Alexander Shapiro,N
Ibrahim Cingil,Alexander Shapiro,N
Andrei A. Muchnik,Alexander Shen,P
Leonid A. Levin,Alexander Shen,P
Anupam Joshi,Alexander Shen,N
Mu-Chun Su,Alexander Shen,N
Zoltán Ésik,Alexander Shen,N
Alexander Golbraikh,Alexander Tropsha,P
Danail Bonchev,Alexander Tropsha,P
Olivier Carton,Alexander Tuzhilin,N
José de Jesús Pérez Alcázar,Alexander V. Shafarenko,N
Sujit Dey,Alexander V. Shafarenko,N
Peng-Jun Wan,Alexander V. Shafarenko,N
Brendan J. Frey,Alexander Vardy,P
Yin-Feng Xu,Alexander Wolff,P
Rassul Ayani,Alexander Wolff,N
Valentina I. Klimenok,Alexander Wolff,N
Evangelia Tzifa,Alexander Wolff,N
Simon H. Yueh,Alexander Wolff,N
Chandra Kambhamettu,Alexander Zelikovsky,N
Jasjit S. Suri,Alexander Zelikovsky,N
Nikos I. Karacapilidis,Alexander Zelikovsky,N
Donald Kossmann,Alexander Zelikovsky,N
Dhruv Mubayi,Alexandr V. Kostochka,P
Prasad Tetali,Alexandr V. Kostochka,P
Wolfgang Günther 0001,Alexandr V. Kostochka,N
Luc Jaulin,Alexandr V. Kostochka,N
Sharon Gannot,Alexandr V. Kostochka,N
Srinagesh Gavirneni,Alexandr V. Kostochka,N
Jinyan Li,Alexandr V. Kostochka,N
Guang Gong,Alexandr V. Kostochka,N
Giovanni Cherubini,Alexandra Duel-Hallen,P
John M. Cioffi,Alexandra Duel-Hallen,P
J. J. Garcia-Luna-Aceves,Alexandra Duel-Hallen,N
James P. Crutchfield,Alexandra Duel-Hallen,N
Vadim V. Lozin,Alexandra Duel-Hallen,N
Wei-Yong Yan,Alexandra Duel-Hallen,N
Bruce Davie,Alexandra Poulovassilis,N
Hal L. Smith,Alexandra Poulovassilis,N
Carlos Alonso González,Alexandra Poulovassilis,N
Eric C. Rosen,Alexandra Poulovassilis,N
Eng-Wee Chionh,Alexandra Shlapentokh,N
Francesc Esteva,Alexandre Dolgui,N
Saman P. Amarasinghe,Alexandre Dolgui,N
Pierre A. Humblet,Alexandre E. Eichenberger,N
Ravi Bapna,Alexandre E. Eichenberger,N
Lin Yang,Alexandre E. Eichenberger,N
Munther A. Dahleh,Alexandre Megretski,P
Béla Bollobás,Alexandre Megretski,N
Isaac Lopez,Alexandre Megretski,N
Ulrich Parlitz,Alexandre V. Borovik,N
Alan Burns,Alexandre Yakovlev,P
Alexander B. Romanovsky,Alexandre Yakovlev,P
Maciej Koutny,Alexandre Yakovlev,P
Lei Huang,Alexandre Yakovlev,N
Fatma Mili,Alexandre Yakovlev,N
Tamara Sumner,Alexandros Eleftheriadis,N
Lynn Margaret Batten,Alexandros Eleftheriadis,N
Alf J. Isaksson,Alexandros Eleftheriadis,N
E. Andrew Balas,Alexandros Eleftheriadis,N
Jim Melton,Alexandros Potamianos,N
Elfreda A. Chatman,Alexandros V. Gerbessiotis,N
James R. Zeidler,Alexandros V. Gerbessiotis,N
Victor Mitrana,Alexandru Mateescu,P
Peter Buneman,Alexandru Mateescu,N
Miquel Sànchez-Marrè,Alexandru Mateescu,N
Ali N. Akansu,Alexandru Mateescu,N
Shankar Sastry,Alexandru Mateescu,N
Christoph Rücker,Alexandru T. Balaban,P
Carl van Vreeswijk,Alexandru T. Balaban,N
Antonio Sassano,Alexandru T. Balaban,N
Giuseppe Boccignone,Alexandru T. Balaban,N
Marcus Brunner,Alexei E. Ashikhmin,N
Geoff Huston,Alexei E. Ashikhmin,N
José Muñoz-Pérez,Alexei E. Ashikhmin,N
Ronald Cramer,Alexej P. Pynko,N
Kathleen Fisher,Alexey Kalinov,N
Kaoru Kurosawa,Alexey Kalinov,N
Yair Caro,Alexey Kalinov,N
Cecil C. Rousseau,Alexey L. Lastovetsky,N
