source,target,prediction
Hilary Johnson,Akira Hirose,N
James M. Keller,Akira Hirose,N
Jürgen Teich,Akira Hirose,N
Leszek Rychlewski,Akira Hirose,N
Branka Vucetic,Akira Ito,N
Karl Gustafson,Akira Ito,N
Giovanni Rinaldi,Akira Ito,N
Gisbert Schneider,Akira Ito,N
Jian Shen,Akira Ito,N
Kazuo Iwama,Akira Maruoka,P
Yihong Gong,Akira Maruoka,N
Davide Sangiorgi,Akira Maruoka,N
Carol O'Sullivan,Akira Maruoka,N
Bing Wei 0001,Akira Saito,P
Ingo Schiermeyer,Akira Saito,P
Kiyoshi Ando,Akira Saito,P
Michael S. Jacobson,Akira Saito,P
Nawarat Ananchuen,Akira Saito,N
Kwang Bok Lee,Akira Saito,N
Annie S. Wu,Akira Saito,N
Christian M. Reidys,Akira Saito,N
Shari Trewin,Akira Saito,N
Christian Roux,Akito Tsuboi,N
Qing Tao,Akito Tsuboi,N
Franco Zambonelli,Akito Tsuboi,N
Masaru Uchiyama,Akito Tsuboi,N
Suzanna Becker,Akiyoshi Shioura,N
Rance Cleaveland,Akiyoshi Shioura,N
William G. Wee,Akiyoshi Shioura,N
Daniel De Zutter,Akiyoshi Shioura,N
Russel E. Caflisch,Akram Aldroubi,N
James A. Kadin,Akram Aldroubi,N
Katarína Cechlárová,Akram Aldroubi,N
Philippe Balbiani,Akram Aldroubi,N
Adam Shwartz,Al Farooq Salam,N
Maguelonne Teisseire,Al Farooq Salam,N
Konstantin Kogan,Al Farooq Salam,N
Mark Broadie,Alain Billionnet,N
Xudong Luo,Alain Billionnet,N
Changyun Wen,Alain Billionnet,N
Danièle Gardy,Alain Denise,P
Dominique Barth,Alain Denise,P
Philippe Flajolet,Alain Denise,P
Sylvie Corteel,Alain Denise,P
E. Andrew Boyd,Alain Denise,N
Suzanne D. Pawlowski,Alain Denise,N
H. Narayanan,Alain Denise,N
Richard T. Watson,Alain Denise,N
Roberto Musmanno,Alain Denise,N
Ezra Zeheb,Alain Denise,N
Il-Min Kim,Alain Denise,N
Antonia Bertolino,Alain Destexhe,N
Luk N. Van Wassenhove,Alain Destexhe,N
Shirley Ann Becker,Alain Giorgetti,N
Hideo Kitajima,Alain Giorgetti,N
Norbert Podhorszki,Alain Giorgetti,N
Bruno Leclerc,Alain Guénoche,P
Frédéric Semet,Alain Hertz,P
Tamás Kis,Alain Hertz,N
William Y. C. Chen,Alain Lascoux,N
Ernst Niebur,Alain Lascoux,N
Régis Leveugle,Alain Lascoux,N
David J. Marchette,Alain Oustaloup,N
Andreas Abecker,Alain Oustaloup,N
Gábor Bacsó,Alain Oustaloup,N
Miki Haseyama,Alain Oustaloup,N
Richard H. Stern,Alain Plagne,N
Marc Fleurbaey,Alain Trannoy,N
Christine Renotte,Alain Vande Wouwer,N
Hans Kosina,Alain Vande Wouwer,N
Pei Wang,Alain Vande Wouwer,N
Maria Cristina Pinotti,Alan A. Bertossi,P
Richard B. Tan,Alan A. Bertossi,P
Romeo Rizzi,Alan A. Bertossi,P
Stephan Olariu,Alan A. Bertossi,P
Edward Tunstel,Alan A. Bertossi,N
Alexander S. Kossatchev,Alan A. Bertossi,N
Feng-Wen Sun,Alan A. Bertossi,N
József Balogh,Alan A. Bertossi,N
Giorgio C. Buttazzo,Alan Burns,P
Martin Grohe,Alan Burns,N
Nicolas Spyratos,Alan Burns,N
Sean W. Smith,Alan Burns,N
Katsuki Fujisawa,Alan Burns,N
Eero P. Simoncelli,Alan C. Bovik,N
Zhou Wang,Alan C. Bovik,P
Efstratios N. Pistikopoulos,Alan C. Bovik,N
Dries Vermeulen,Alan C. Bovik,N
George Hripcsak,Alan C. Bovik,N
Grégoire Malandain,Alan C. Evans,P
Sue Whitesides,Alan C. Evans,P
Shu-Chin Wang,Alan C. Evans,N
Clement W. H. Lam,Alan C. H. Ling,P
Darryn E. Bryant,Alan C. H. Ling,P
Donald L. Kreher,Alan C. H. Ling,P
Gennian Ge,Alan C. H. Ling,P
Hans-Dietrich O. F. Gronau,Alan C. H. Ling,P
Heather Gavlas,Alan C. H. Ling,N
Jean-Claude Bermond,Alan C. H. Ling,P
Jeffrey H. Dinitz,Alan C. H. Ling,P
Robert E. Jamison,Alan C. H. Ling,N
Rolf S. Rees,Alan C. H. Ling,P
Tao Jiang 0003,Alan C. H. Ling,N
Violet R. Syrotiuk,Alan C. H. Ling,P
Ioannis Hatzilygeroudis,Alan C. H. Ling,N
Ravi Kannan,Alan C. H. Ling,N
Christopher W. V. Hogue,Alan C. H. Ling,N
Giuseppe Anastasi,Alan C. H. Ling,N
Marjorie Skubic,Alan C. Schultz,N
William Adams,Alan C. Schultz,P
Ayumi Shinohara,Alan C. Schultz,N
Khaled A. S. Abdel-Ghaffar,Alan C. Schultz,N
Carol V. Brown,Alan D. Blair,N
James D. Arthur,Alan D. Blair,N
Terence D. Todd,Alan D. George,N
Pravin Varaiya,Alan D. George,N
Paul A. Strooper,Alan D. George,N
Robert A. Russell,Alan D. George,N
Andrzej Pelc,Alan D. George,N
Heung-Yeung Shum,Alan F. Blackwell,N
Ralph J. Faudree,Alan F. Blackwell,N
Amit Singhal,Alan F. Smeaton,P
Barry Smyth,Alan F. Smeaton,N
David C. Wilson,Alan F. Smeaton,N
Djoerd Hiemstra,Alan F. Smeaton,N
Dragomir R. Radev,Alan F. Smeaton,P
Eduard H. Hovy,Alan F. Smeaton,P
James Allan,Alan F. Smeaton,P
Mark Sanderson,Alan F. Smeaton,P
Philip Resnik,Alan F. Smeaton,P
Ralph M. Weischedel,Alan F. Smeaton,P
Susan T. Dumais,Alan F. Smeaton,P
W. Bruce Croft,Alan F. Smeaton,P
Wessel Kraaij,Alan F. Smeaton,N
MengChu Zhou,Alan F. Smeaton,N
Ali A. Ghorbani,Alan F. Smeaton,N
Zhanyi Hu,Alan Gilchrist,N
Malcolm Greig,Alan Gilchrist,N
José M. Troya,Alan Gilchrist,N
María Bordons,Alan Gilchrist,N
Teodor Gabriel Crainic,Alan Gilchrist,N
Hervé Bourlard,Alan H. Karp,N
Chia-Feng Juang,Alan H. Karp,N
Gian Carlo Filligoi,Alan H. Karp,N
Minyue Fu,Alan H. Karp,N
Iñaki Inza,Alan H. Rowberg,N
Ioannis Tsamardinos,Alan H. Rowberg,P
Robert Giegerich,Alan H. Rowberg,N
Jaehong Park,Alan H. Rowberg,N
Sung Yang Bang,Alan H. Rowberg,N
Johannes Gehrke,Alan J. Demers,P
Jon M. Kleinberg,Alan J. Demers,P
Rajmohan Rajaraman,Alan J. Demers,N
Esfandiar Eslami,Alan J. Demers,N
Mariano Gasca,Alan J. Demers,N
Chung-Hsien Wu,Alan Jay Smith,N
Martin J. Shepperd,Alan Jay Smith,N
Dagobert Soergel,Alan Jay Smith,N
Ileana Streinu,Alan Jay Smith,P
Warwick Harvey,Alan Jay Smith,N
Julian Rathke,Alan Jeffrey,P
Aduri Pavan,Alan L. Selman,P
Katia Obraczka,Alan L. Selman,N
Petros Maragos,Alan L. Selman,N
Rom Pinchasi,Alan L. Yuille,N
Kosuke Kato,Alan L. Yuille,N
Hao Wu,Alan M. Davis,N
Kent E. Seamons,Alan M. Davis,N
Raymond S. T. Lee,Alan M. Davis,N
Peter Hammond,Alan M. Davis,N
Alon Efrat,Alan M. Davis,N
Kevin Burrage,Alan M. Davis,N
Eric Vigoda,Alan M. Frieze,P
Michael Krivelevich,Alan M. Frieze,P
V. Vinay,Alan M. Frieze,P
Jacob Buur,Alan M. Frieze,N
Wei-Yun Yau,Alan M. Frieze,N
James Y. L. Thong,Alan M. MacEachren,N
Lakdere Benkherouf,Alan M. MacEachren,N
Akinori Yonezawa,Alan Mycroft,P
Tomasa Calvo,Alan Mycroft,N
Asad A. Abidi,Alan N. Willson Jr.,N
Gabor C. Temes,Alan N. Willson Jr.,N
Nicolas Gisin,Alan N. Willson Jr.,N
Michela Spagnuolo,Alan N. Willson Jr.,N
Bernd Krauskopf,Alan R. Champneys,N
Jorge Lobo 0001,Alan R. Champneys,N
Eyad H. Abed,Alan R. Dennis,N
Koji Okamoto,Alan R. Dennis,N
Jinsoo Park 0001,Alan R. Hevner,N
Jacques Verstraëte,Alan R. Hevner,N
Irving S. Reed,Alan R. Hevner,N
Marco Pagni,Alan R. Hevner,N
Alexandre Varnek,Alan R. Katritzky,N
Uko Maran,Alan R. Katritzky,N
Vitaly P. Solov'ev,Alan R. Katritzky,N
Ke Yang,Alan R. Katritzky,N
Athanasios Migdalas,Alan R. Katritzky,N
Jintae Lee,Alan R. Katritzky,N
Patrick Thiran,Alan S. Morris,N
Louise E. Moser,Alan S. Morris,N
Chong-Sun Hwang,Alan S. Morris,N
Anthony J. Yezzi,Alan S. Willsky,P
W. Eric L. Grimson,Alan S. Willsky,P
William M. Wells III,Alan S. Willsky,P
Coskun Bayrak,Alan S. Willsky,N
Reind P. van de Riet,Alan S. Willsky,N
Mei-Po Kwan,Alan T. Murray,N
Morton E. O'Kelly,Alan T. Murray,N
Gordon W. Paynter,Alan T. Murray,N
Roberto Roncella,Alan V. Oppenheim,N
Khaled M. F. Elsayed,Alan V. Oppenheim,N
James R. Cordy,Alan V. Oppenheim,N
Mehdi Dehghan,Alasdair Urquhart,N
Franco P. Preparata,Alastair Dryburgh,N
Kim S. Larsen,Alastair Dryburgh,N
Matthew Andrews,Alastair Dryburgh,N
Ishfaq Ahmad,Alastair Dryburgh,N
James Miller,Alastair Dunsmore,N
Marc Roper,Alastair Dunsmore,N
Murray Wood,Alastair Dunsmore,N
Ru-Qin Yu,Alastair Dunsmore,N
Ioannis T. Pavlidis,Alastair Dunsmore,N
Nageswara S. V. Rao,Alastair G. Smith,N
Michael A. Jensen,Alastair G. Smith,N
Gordon W. Roberts,Alastair G. Smith,N
Steven A. Lippman,Alastair G. Smith,N
Maria Luisa Bonet,Albert Atserias,P
Paul Valckenaers,Albert Atserias,N
Gordon M. Crippen,Albert Atserias,N
George Z. Gertner,Albert Atserias,N
Stefan Rotter,Albert Atserias,N
Peng-Jun Wan,Albert Atserias,N
Barry Eaglestone,Albert Atserias,N
Stefan Haar,Albert Benveniste,N
Rolf Apweiler,Albert Benveniste,N
Susan T. Dumais,Albert Benveniste,N
Richard A. Baldock,Albert Burger,N
Dario Farina,Albert Burger,N
Peter Williams,Albert Burger,N
Ronald A. DeVore,Albert Cohen 0002,N
Wolfgang Dahmen,Albert Cohen 0002,N
David A. Bell,Albert Cohen 0002,N
Hairong Sun,Albert Endres,N
Juhani Karhumäki,Albert Endres,N
André Carlos Ponce de Leon Ferreira de Carvalho,Albert Endres,N
Peter J. Bentley,Albert Endres,N
Robert H. Deng,Albert H. Huang,N
Federico Della Croce,Albert H. Huang,N
Martin C. Henson,Albert H. Huang,N
D. Janaki Ram,Albert H. Huang,N
Timothy Clark,Albert H. Huang,N
Grover S. Kearns,Albert L. Lederer,N
Youlong Zhuang,Albert L. Lederer,N
Ferruccio Damiani,Albert L. Lederer,N
David Starobinski,Albert L. Lederer,N
Pierre Le Beux,Albert L. Lederer,N
Scott D. Stoller,Albert L. Lederer,N
Steven Dubowsky,Albert L. Lederer,N
Witold Pedrycz,Albert L. Lederer,N
Rachid El Azouzi,Albert M. Chan,N
Hitoshi Isahara,Albert M. Chan,N
Kathleen Hoffman,Albert M. Chan,N
Benjamin N. Grosof,Albert M. Chan,N
A. M. Abd-Alla,Albert Mo Kim Cheng,N
Andrew Laine,Albert Mo Kim Cheng,N
Tandy J. Warnow,Albert Mo Kim Cheng,N
Richard Stong,Albert Nijenhuis,N
Emily S. Patterson,Albert Nijenhuis,N
Tom Duckett,Albert Nijenhuis,N
Vikram Krishnamurthy,Albert P. M. Wagelmans,N
Dongman Lee,Albert P. M. Wagelmans,N
Jyoti Choudrie,Albert P. M. Wagelmans,N
Jerry Fjermestad,Albert P. M. Wagelmans,N
Lei Zhang,Albert P. M. Wagelmans,N
El-Ghazali Talbi,Albert Y. Zomaya,P
Jing Li,Albert Y. Zomaya,N
Markus Grassl,Albert Y. Zomaya,N
Lou Caccetta,Albert Y. Zomaya,N
Jan-Ming Ho,Albert Y. Zomaya,N
Luc De Raedt,Albert Y. Zomaya,N
Giorgio Satta,Alberto Apostolico,N
Laxmi Parida,Alberto Apostolico,P
Saed Samadi,Alberto Apostolico,N
Dimitris Papadias,Alberto Apostolico,N
Yong Yan,Alberto Apostolico,N
Rolf P. Würtz,Alberto Apostolico,N
Nigel Ford,Alberto Bartoli,N
Shenggui Zhang,Alberto Bartoli,N
Gregory W. Wornell,Alberto Bartoli,N
Min-Shiang Hwang,Alberto Bartoli,N
Holly A. Taylor,Alberto Bartoli,N
Efstratios N. Pistikopoulos,Alberto Bemporad,N
Tor Arne Johansen,Alberto Bemporad,N
Vivek Dua,Alberto Bemporad,N
Jeff A. Bilmes,Alberto Bemporad,N
T. Warren Liao,Alberto Bemporad,N
Chiang-Ju Chien,Alberto Bertoni,N
Ying-Hong Wang,Alberto Bertoni,N
Fang Liu,Alberto Bertoni,N
Charles Oppenheim,Alberto Bertoni,N
Ion Petre,Alberto Bertoni,N
Ronald A. Olsson,Alberto Bressan,N
Ronald N. Kostoff,Alberto Bressan,N
Kyung C. Chae,Alberto Bressan,N
Thomas Plagemann,Alberto Bressan,N
Vladimir M. Zatsiorsky,Alberto Bressan,N
Purificación Cariñena,Alberto Bugarín,P
Hans-Christian Hege,Alberto Cabada,N
Judy Goldsmith,Alberto Cabada,N
Martin Middendorf,Alberto Cabada,N
Alessandro Panconesi,Alberto Caprara,P
Andrea Lodi 0001,Alberto Caprara,P
Giuseppe Lancia,Alberto Caprara,P
Robert D. Carr,Alberto Caprara,P
Craig Schlenoff,Alberto Caprara,N
Bo Liu,Alberto Caprara,N
Camil Demetrescu,Alberto Carini,N
Ladislav Stacho,Alberto Carini,N
David G. Cory,Alberto Cerpa,N
Dan S. Wallach,Alberto Cerpa,N
Jun Ma,Alberto Cerpa,N
Wayne H. Wolf,Alberto Cerpa,N
Fang-Wei Fu,Alberto Del Bimbo,N
Marco Buratti,Alberto Del Fra,N
Sharath Pankanti,Alberto Del Fra,N
Attila Kuba,Alberto Del Lungo,P
Elena Lodi,Alberto Del Lungo,P
Vito Di Gesù,Alberto Del Lungo,N
Margaret Martonosi,Alberto Del Lungo,N
Andrea Massa,Alberto Del Lungo,N
Joe Campbell,Alberto Del Lungo,N
Ronald de Wolf,Alberto Del Lungo,N
Ee-Peng Lim,Alberto Del Lungo,N
Lorenzo Moreno,Alberto F. Hamilton,P
Roberto L. Marichal,Alberto F. Hamilton,P
Tommy W. S. Chow,Alberto F. Hamilton,N
Christoph Benzmüller,Alberto F. Hamilton,N
Ee-Peng Lim,Alberto H. F. Laender,N
Roger H. L. Chiang,Alberto H. F. Laender,N
Eladio Gutiérrez,Alberto H. F. Laender,N
Han-Xiong Li,Alberto H. F. Laender,N
Andrea Serrani,Alberto Isidori,N
Claudio De Persis,Alberto Isidori,N
Lorenzo Marconi,Alberto Isidori,N
Jiping Liu,Alberto Isidori,N
Luca Benvenuti,Alberto L. Sangiovanni-Vincentelli,P
Shankar Sastry,Alberto L. Sangiovanni-Vincentelli,P
Orit Hazzan,Alberto L. Sangiovanni-Vincentelli,N
Doo-Hwan Bae,Alberto L. Sangiovanni-Vincentelli,N
Tomoyuki Nishita,Alberto Macii,N
Keechul Jung,Alberto Macii,N
Ewaryst Rafajlowicz,Alberto Macii,N
Frank S. Marzano,Alberto Macii,N
Miriam Di Ianni,Alberto Marchetti-Spaccamela,P
Rohini K. Srihari,Alberto Marchetti-Spaccamela,N
François Bousquet,Alberto Marchetti-Spaccamela,N
Maria Angeles Vázquez-Castro,Alberto Morello,P
Kemin Zhou,Alberto Morello,N
Vyacheslav V. Prelov,Alberto Morello,N
Ana Diánez,Alberto Márquez,N
Francisco Santos,Alberto Márquez,P
Martín Cera,Alberto Márquez,N
Kenichiro Tanabe,Alberto Márquez,N
Kamal Al-Haddad,Alberto Márquez,N
Christian Tahon,Alberto Márquez,N
Mark-Jan Nederhof,Alberto Pettorossi,N
Stefan Heinrich,Alberto Pettorossi,N
Biplab Sikdar,Alberto Pettorossi,N
Persi Diaconis,Alberto Pettorossi,N
Charles R. Meyer,Alberto Policriti,N
Tapas Kanungo,Alberto Policriti,N
Yi Zou,Alberto Porta,N
Renato A. Lewin,Alberto Porta,N
Terri K. Attwood,Alberto Porta,N
Yeung Yam,Alberto Porta,N
Mauro Di Marco,Alberto Tesi,N
Julio Angel Pardo,Alberto Tesi,N
Alessio Carullo,Alberto Vallan,N
Luca Callegaro,Alberto Vallan,N
Matteo Bertocco,Alberto Vallan,N
Keith Decker,Alberto Vallan,N
Suresh Venkatasubramanian,Alberto Vallan,N
Tamás D. Gedeon,Alberto Vallan,N
Jack H. Winters,Alberto Zanella,N
L. Paul Chew,Alberto Zanella,N
Ignasi Corbella,Albin J. Gasiewski,N
Naren Ramakrishnan,Albin J. Gasiewski,N
Gerd Kortuem,Albrecht Schmidt 0001,P
Lars Erik Holmquist,Albrecht Schmidt 0001,N
Alberto Vallan,Albrecht Schmidt 0001,N
Jianping Wu,Albrecht Schmidt 0001,N
Alberto Caprara,Alcherio Martinoli,N
A. K. Ray,Alcherio Martinoli,N
Andrew R. Nix,Alcherio Martinoli,N
Hiroshi Ishiguro,Alcherio Martinoli,N
Ephraim Nissan,Aldo Franco Dragoni,N
Paolo Giorgini,Aldo Franco Dragoni,P
Pauline van den Driessche,Aldo Franco Dragoni,N
Paola Velardi,Aldo Gangemi,N
Robert W. Brodersen,Aldo Gangemi,N
Carsten Bormann,Aldo Gangemi,N
Dennis S. Bernstein,Aldo Gangemi,N
Claudia A. Sagastizábal,Aldo Gangemi,N
Steve Reeves,Aldo Tagliani,N
Rob P. Stevenson,Aldo Tagliani,N
Zhisheng Niu,Aldo de Luca,N
Ravi Kannan,Aldo de Luca,N
Brian Whitworth,Aldo de Moor,N
Jia Li,Aldo de Moor,N
Patrice Séébold,Aldo de Moor,N
Giovanni Muscato,Aldo de Moor,N
Daniel Rueckert,Alejandro F. Frangi,P
Julia A. Schnabel,Alejandro F. Frangi,P
Jin-xuan Fang,Alejandro F. Frangi,N
Srinivas Devadas,Alejandro F. Frangi,N
Dimitris K. Agrafiotis,Alejandro F. Frangi,N
Hwan-Seung Yong,Alejandro F. Frangi,N
Rui Vilela Mendes,Alejandro F. Frangi,N
Francis C. M. Lau 0001,Alejandro F. Frangi,N
James A. Kadin,Alejandro J. Rodríguez-Luis,N
Terry A. McKee,Alejandro J. Rodríguez-Luis,N
Yutaka Akiyama,Alejandro J. Rodríguez-Luis,N
Sven Schuierer,Alejandro López-Ortiz,P
Therese C. Biedl,Alejandro López-Ortiz,P
Timothy M. Chan,Alejandro López-Ortiz,P
Arun Sharma,Alejandro López-Ortiz,N
Shin-Jia Hwang,Alejandro López-Ortiz,N
Gustavo Bergantiños,Alejandro Neme,N
Jorge Oviedo,Alejandro Neme,N
Béchir el Ayeb,Alejandro Neme,N
Minoru Asada,Aleksandar Dogandzic,N
Sy D. Friedman,Aleksandar Dogandzic,N
André Kempe,Aleksandar Dogandzic,N
Jens B. Schmitt,Aleksandar Dogandzic,N
Bertrand M. Hochwald,Aleksandar Dogandzic,N
Xiao Ma,Aleksandar Kavcic,N
Michael Mascagni,Aleksandar Kavcic,N
Dirk Reiners,Aleksandar Kavcic,N
H. Martin Bücker,Aleksandar Kavcic,N
Robert M. Davison,Aleksandar Kavcic,N
Marc Snir,Aleksandar Kavcic,N
Andrei Voronkov,Ales Leonardis,N
Fulvio Corno,Ales Ude,N
QianSheng Cheng,Alessandra Carbone,N
Patrick Amestoy,Alessandra Carbone,N
Kathrin Klamroth,Alessandra Carbone,N
Hidemitsu Ogawa,Alessandra Carbone,N
Yuri Kabanov,Alessandra Carbone,N
Aurelio Uncini,Alessandra Fanni,P
John M. Ward,Alessandra Fanni,N
Erchin Serpedin,Alessandra Fanni,N
Bradley C. Love,Alessandra Fanni,N
Heonshik Shin,Alessandra Flammini,N
Maneesh Agrawala,Alessandra Flammini,N
Stefan Dobrev,Alessandra Flammini,N
E. Eugene Schultz,Alessandra Flammini,N
Nam Soo Kim,Alessandra Palmigiano,N
Debashis Ghosh,Alessandra Palmigiano,N
Rudy Lauwereins,Alessandro Agnetis,N
Byounggu Choi,Alessandro Agnetis,N
Zvi Lotker,Alessandro Agnetis,N
Liu Hsu,Alessandro Astolfi,N
Youshen Xia,Alessandro Astolfi,N
Manfred Droste,Alessandro Astolfi,N
Michael A. Demetriou,Alessandro Astolfi,N
In Kyu Park,Alessandro Astolfi,N
Soondal Park,Alessandro Bogliolo,N
Zhenjiang Hu,Alessandro Bogliolo,N
Lars Mathiassen,Alessandro Bogliolo,N
Umberto Spagnolini,Alessandro Casavola,N
Giorgio Picci,Alessandro Chiuso,N
Jie Yang 0001,Alessandro Chiuso,N
Armin Biere,Alessandro Cimatti,P
Marco Pistore,Alessandro Cimatti,P
Joseph S. B. Mitchell,Alessandro Cimatti,N
Uday B. Desai,Alessandro Cimatti,N
Valerie E. Taylor,Alessandro Cimatti,N
Rong-Jong Wai,Alessandro Cimatti,N
Jean Scholtz,Alessandro Cimatti,N
Ming Zhang,Alessandro De Angelis,N
Evelina Lamma,Alessandro De Gloria,N
Yuji Oie,Alessandro De Gloria,N
Joseph P. Loyall,Alessandro De Gloria,N
Michael B. Pursley,Alessandro De Luca 0001,N
Ravi Kannan,Alessandro De Luca 0001,N
Asoo J. Vakharia,Alessandro De Luca 0001,N
Carlo Muscas,Alessandro Ferrero,N
Ana María Moreno 0001,Alessandro Ferrero,N
Koichi Yamazaki,Alessandro Ferrero,N
Vikram S. Adve,Alessandro Ferrero,N
Weng-Long Chang,Alessandro Ferrero,N
Bruno Gaujal,Alessandro Giua,N
Steven W. McLaughlin,Alessandro Giua,N
Shaaron Ainsworth,Alessandro Giua,N
José H. Canós,Alessandro Giua,N
Mi Lu,Alessandro Giua,N
Yuan Yan Tang,Alessandro Giua,N
Fei-Yue Wang,Alessandro Giua,N
Luigi V. Mancini,Alessandro Mei,P
Romeo Rizzi,Alessandro Mei,P
Javier F. Rosenblueth,Alessandro Mei,N
Wilhelm G. Spruth,Alessandro Mei,N
Mark C. Little,Alessandro Mei,N
Deepa Kundur,Alessandro Neri,P
Patrizio Campisi,Alessandro Neri,P
W. Neville Holmes,Alessandro Neri,N
Andrzej Czyzewski,Alessandro Neri,N
Sotiris E. Nikoletseas,Alessandro Neri,N
Madhav V. Marathe,Alessandro Panconesi,P
Romeo Rizzi,Alessandro Panconesi,P
Rogelio Lozano,Alessandro Panconesi,N
Heribert Vollmer,Alessandro Panconesi,P
Subhashis Banerjee,Alessandro Panconesi,N
Ettore Bolisani,Alessandro Piva,N
Laurence Cholvy,Alessandro Piva,N
Sanjay Jha,Alessandro Piva,P
Hitoshi Sasaki,Alessandro Rizzi,N
Tieniu Tan,Alessandro Rizzi,N
Daniel Cohen-Or,Alessandro Rizzi,N
Maria Gabriella Xibilia,Alessandro Rizzo,P
Paolo Arena,Alessandro Rizzo,P
Michael Elad,Alessandro Rizzo,N
Rastislav Kralovic,Alessandro Roncato,P
Hal A. Kierstead,Alessandro Roncato,N
Evelyn Camon,Alessandro Roncato,N
David Hawking,Alessandro Saffiotti,N
Michael T. Goodrich,Alessandro Saffiotti,N
Ah Chung Tsoi,Alessandro Sperduti,P
Shinn-Ying Ho,Alessandro Sperduti,N
Steven Awodey,Alessandro Treves,N
Seong-Whan Lee,Alessandro Verri,P
Kamal Jain,Alessandro Verri,N
Jenö Lehel,Alessandro Verri,N
David Page,Alessandro Verri,N
Eric Galin,Alessio Carullo,N
Asoo J. Vakharia,Alessio Carullo,N
Gholamreza Torkzadeh,Alessio Lomuscio,N
Kent A. Walstrom,Alessio Lomuscio,N
Frank R. Kschischang,Alessio Lomuscio,N
Andris Ambainis,Alessio Lomuscio,N
Guojun Wang,Alessio Lomuscio,N
Alessandro Sperduti,Alessio Micheli,P
Shaun Quegan,Alessio Micheli,N
David Poole 0001,Alessio Micheli,N
Gregory M. Nielson,Alessio Micheli,N
Colin Tattersall,Alessio Micheli,N
Christina M. Mynhardt,Alewyn P. Burger,N
William D. Weakley,Alewyn P. Burger,N
Frank Eisenhaber,Alewyn P. Burger,N
Ashish Ghosh,Alex Alves Freitas,N
Paolo Penna,Alex Alves Freitas,N
Minoru Okada,Alex Alves Freitas,N
Ion Petre,Alex Alves Freitas,N
Kon Max Wong,Alex B. Gershman,P
Dimitrios I. Fotiadis,Alex B. Gershman,N
Konstantinos Paparrizos,Alex B. Gershman,N
Ivana Kolingerová,Alex B. Gershman,N
Judith Bayard Cushing,Alex B. Gershman,N
Paula Kotzé,Alex B. Gershman,N
Emanuel Samouilidis,Alex B. Gershman,N
Florence Servant,Alex Bateman,N
Laurent Falquet,Alex Bateman,N
Nicola J. Mulder,Alex Bateman,N
Petter Gottschalk,Alex Bateman,N
Salvatore T. March,Alex Bateman,N
Haim Kaplan,Alex Bateman,N
Huanshui Zhang,Alex Bateman,N
Dawei Song 0001,Alex Biryukov,N
Yonghuai Liu,Alex Biryukov,N
Roger Calantone,Alex Biryukov,N
Madhumangal Pal,Alex Biryukov,N
Keiki Takadama,Alex Biryukov,N
Erina Ferro,Alex Biryukov,N
Nicholas Pippenger,Alex Brodsky,N
Ying-Chang Liang,Alex C. Kot,P
Yau-Tarng Juang,Alex C. Kot,N
Graham R. Brightwell,Alex D. Scott,P
Imre Leader,Alex D. Scott,P
Yoshiharu Kohayakawa,Alex D. Scott,P
David R. Wood,Alex D. Scott,N
Odysseas G. Koufopavlou,Alex D. Scott,N
Bernard T. Han,Alex D. Scott,N
Mirka Miller,Alex Dekhtyar,N
Subbiah Soundaralakshmi,Alex Dekhtyar,N
Elena Messina,Alex Dekhtyar,N
Michita Imai,Alex Delis,N
Joaquín Dopazo,Alex Delis,N
David H. Owens 0001,Alex Doboli,N
Paolo Gamba,Alex Doboli,N
Ramesh Karri,Alex Doboli,N
Irina E. Bocharova,Alex H. B. Duffy,N
Hyeong-Ah Choi,Alex H. B. Duffy,N
Irit Dinur,Alex H. B. Duffy,N
Daniel N. Rockmore,Alex Hills,N
Tal Rabin,Alex Hills,N
Max H. Garzon,Alex Hills,N
Balasubramaniam Ramesh,Alex Hills,N
James A. Hendler,Alex Hills,N
Daryl R. Kipke,Alex Hills,N
Ernst L. Leiss,Alex J. Grant,N
Andrzej Ruszczynski,Alex J. Grant,N
Vivek De,Alex K. Simpson,N
Yuan Xu,Alex K. Simpson,N
Magnus Egerstedt,Alex K. Simpson,N
Alexander V. Veidenbaum,Alex Orailoglu,N
Ismet Bayraktaroglu,Alex Orailoglu,P
Marcelo Lubaszewski,Alex Orailoglu,P
Roberta Lamb,Alex Orailoglu,N
Chris D. Godsil,Alex Orailoglu,N
Gerardo Canfora,Alex Orailoglu,N
Gregory Z. Gutin,Alex Orailoglu,N
Michael Ulbrich,Alex Pang,N
Charles Curtis Lindner,Alex Pang,N
Kazuhiko Iwasaki,Alex Pang,N
Adrian Munteanu 0001,Alex Pang,N
Claudio Hermida,Alex Povitsky,N
Rakesh V. Vohra,Alex Povitsky,N
Aart Blokhuis,Alex Povitsky,N
Xilin Chen,Alex Waibel,N
Robert C. Kirby,Alex Waibel,N
Jean-Eric Pin,Alex Waibel,N
Volker Diekert,Alex Waibel,N
Casimir A. Kulikowski,Alexa T. McCray,N
Elske Ammenwerth,Alexa T. McCray,N
Petra Knaup,Alexa T. McCray,N
Reinhold Haux,Alexa T. McCray,N
Konstantinos I. Diamantaras,Alexa T. McCray,N
Jean-Marie Proth,Alexa T. McCray,N
Aniruddha Datta,Alexa T. McCray,N
Alexander G. Belyaev,Alexander A. Pasko,P
Jesper Buus Nielsen,Alexander A. Pasko,N
